,Date of Sale,Address,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Price inc VAT,Year
15828,2010-10-08,"6 Greenpark Meadows, Mullingar",Westmeath,139950.0,No,No,Second-Hand Dwelling house /Apartment,139950.0,2010
15829,2010-10-08,"60 Glenvale, Ballyragget",Kilkenny,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
15830,2010-10-08,"64 Knocknaganny Park, Sligo",Sligo,161000.0,No,No,Second-Hand Dwelling house /Apartment,161000.0,2010
15831,2010-10-08,"7 David Park, Glasnevin",Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,230000.0,2010
15833,2010-10-08,"7 Peter Street, Tramore",Waterford,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
15834,2010-10-08,"75 Cooley Road, Drimnagh",Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,150000.0,2010
15835,2010-10-08,"8 La Rochelle, Lamb Alley, Christchurch",Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,185000.0,2010
15836,2010-10-08,"8 Seacliff, Dunbur Road, Wicklow Town",Wicklow,370000.0,No,No,Second-Hand Dwelling house /Apartment,370000.0,2010
15837,2010-10-08,"82 CRANN ARD, FETHARD ROAD, CLONMEL",Tipperary,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
15838,2010-10-08,"84 Fernwood, Ballinglanna, Glyntown",Cork,224669.59,No,Yes,New Dwelling house /Apartment,254999.98465,2010
15839,2010-10-08,"84 Middle Abbey Street, Dublin 1",Dublin,600000.0,No,No,Second-Hand Dwelling house /Apartment,600000.0,2010
15840,2010-10-08,"85 PARK LANE, GRANGERATH, DROGHEDA",Meath,280000.0,No,No,Second-Hand Dwelling house /Apartment,280000.0,2010
15841,2010-10-08,"9 belfry drive, citywest",Dublin,180000.0,Yes,No,Second-Hand Dwelling house /Apartment,180000.0,2010
15842,2010-10-08,"9 Castlemeadows, Murrinstown",Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,225000.0,2010
15843,2010-10-08,"9 Holywell Crescent, Kilcoole",Wicklow,189426.0,No,Yes,New Dwelling house /Apartment,214998.51,2010
15844,2010-10-08,"96 Hyde Road, Prospect",Limerick,55000.0,No,No,Second-Hand Dwelling house /Apartment,55000.0,2010
15845,2010-10-08,"Apartment 1 Block E1 Tulla House, Clare Village, Clare Hall",Dublin,209950.0,No,Yes,New Dwelling house /Apartment,238293.25,2010
15846,2010-10-08,"Apartment 17  Block 2, Gallery Quay, Grand Canal Dock",Dublin,306500.0,No,No,Second-Hand Dwelling house /Apartment,306500.0,2010
15847,2010-10-08,"Apartment 2, Blackburne Square, Rathfarnham",Dublin,227500.0,No,No,Second-Hand Dwelling house /Apartment,227500.0,2010
15848,2010-10-08,"Apartment 9 Beech House, Carrickmines Green  Glenamuck Road, Carrickmines  Dublin 18",Dublin,131277.53,No,Yes,New Dwelling house /Apartment,148999.99655,2010
15849,2010-10-08,"Apartment No. 111, Third Floor  Block 3, Altan  Western Distributor Road",Galway,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
15850,2010-10-08,"Applebrook Farm, Bilboa",Carlow,254000.0,No,No,Second-Hand Dwelling house /Apartment,254000.0,2010
15851,2010-10-08,"APT 19, 2 HERBERTON ST, RIALTO  DUBLIN 8",Dublin,132159.0,No,Yes,New Dwelling house /Apartment,150000.465,2010
15852,2010-10-08,"Apt 30  The Belfry, Enniskerry Road, Stapaside",Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,150000.0,2010
15853,2010-10-08,"Apt 56 The Belfry, Enniskerry Road, Stepaside",Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
15854,2010-10-08,"Apt 8 Norbury Hall, Trim",Meath,220264.31,No,Yes,New Dwelling house /Apartment,249999.99185,2010
15855,2010-10-08,"Ballure, Kilkelly, County Mayo",Mayo,98000.0,No,No,Second-Hand Dwelling house /Apartment,98000.0,2010
15856,2010-10-08,"Ballybeg, Ennis",Clare,195000.0,No,No,Second-Hand Dwelling house /Apartment,195000.0,2010
15857,2010-10-08,"Ballybrack, Moville",Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
15858,2010-10-08,"Carnagh West, Athlone",Roscommon,120000.0,No,No,New Dwelling house /Apartment,120000.0,2010
15859,2010-10-08,"Crossreagh, Virginia",Cavan,232500.0,No,No,Second-Hand Dwelling house /Apartment,232500.0,2010
15860,2010-10-08,"FIRMOUNT, CLANE",Kildare,277500.0,No,No,Second-Hand Dwelling house /Apartment,277500.0,2010
15861,2010-10-08,"Gorvagh, Longford",Longford,103000.0,No,No,Second-Hand Dwelling house /Apartment,103000.0,2010
15862,2010-10-08,"Horetown, Foulksmills, Co. Wexford",Wexford,75000.0,Yes,No,Second-Hand Dwelling house /Apartment,75000.0,2010
15863,2010-10-08,"House & Farm, Ivy Cottage, The Ward",Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,360000.0,2010
15864,2010-10-08,"KILLURAGH GLEN, KILLAVULLEN, MALLOW",Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,285000.0,2010
15865,2010-10-08,"Lowfield, Kilmore, Carrick on Shannon",Roscommon,69500.0,No,No,Second-Hand Dwelling house /Apartment,69500.0,2010
15866,2010-10-08,"mount house, tinahely",Wicklow,630000.0,No,No,Second-Hand Dwelling house /Apartment,630000.0,2010
15867,2010-10-08,"Moyglare Road, Newtown Road, Kilcock",Kildare,635000.0,No,No,Second-Hand Dwelling house /Apartment,635000.0,2010
15868,2010-10-08,"No 1 Ard Carraig, Durrus, Bantry",Cork,259912.0,No,Yes,New Dwelling house /Apartment,295000.12,2010
15869,2010-10-08,"No 21 Acres Avenue, Acres Cove, Drumshanbo",Leitrim,113656.0,No,Yes,New Dwelling house /Apartment,128999.56,2010
15870,2010-10-08,"No 4 Gortamullen, Kenmare",Kerry,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
15871,2010-10-08,"No 5 Oldwood, Ardsallagh, Roscommon",Roscommon,240000.0,No,Yes,New Dwelling house /Apartment,272400.0,2010
15872,2010-10-08,"No. 73 Blackrock Grove, Eden, Blackrock",Cork,75000.0,No,No,Second-Hand Dwelling house /Apartment,75000.0,2010
15873,2010-10-08,"Prospect Lodge and Roe Island, Enniscoe, Castlehill",Mayo,289990.0,No,No,Second-Hand Dwelling house /Apartment,289990.0,2010
15874,2010-10-08,"Rathcarrick House, Rathcarrick, Strandhill",Sligo,1324505.0,No,No,Second-Hand Dwelling house /Apartment,1324505.0,2010
15875,2010-10-08,"Teehill, Clones",Monaghan,250000.0,No,Yes,New Dwelling house /Apartment,283750.0,2010
15876,2010-10-08,"witzend, ballyronan road, kilquade",Wicklow,455000.0,No,No,Second-Hand Dwelling house /Apartment,455000.0,2010
15877,2010-10-09,"25 Eiscir End Road, Eiscir Meadows, Tullamore",Offaly,78375.0,Yes,No,Second-Hand Dwelling house /Apartment,78375.0,2010
15878,2010-10-10,"1A Dunmore Grove, Kingswood, Tallaght",Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,245000.0,2010
15879,2010-10-10,"20 belfield ave, haggardstown, dundalk",Louth,240000.0,No,Yes,New Dwelling house /Apartment,272400.0,2010
15880,2010-10-10,"29 Thornhill Gardens, Celbridge, County Kildare",Kildare,215000.0,No,No,Second-Hand Dwelling house /Apartment,215000.0,2010
15881,2010-10-10,"92 Manor Court, Knocknacarra",Galway,83294.0,Yes,No,Second-Hand Dwelling house /Apartment,83294.0,2010
15882,2010-10-11,"1 SHANAKIEL PARK, SHANAKIEL",Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,260000.0,2010
15883,2010-10-11,"1 The Lawn, Meath Place, Bray",Wicklow,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
15884,2010-10-11,"115 Beaufort Downs, Rathfarnham, DUBLIN 14",Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
15885,2010-10-11,"12 Cul na Greine, Kanturk",Cork,95000.0,No,No,Second-Hand Dwelling house /Apartment,95000.0,2010
15886,2010-10-11,"12 Riverforest View, Leixlip",Kildare,295000.0,No,No,Second-Hand Dwelling house /Apartment,295000.0,2010
15887,2010-10-11,"124 Ashcroft, Raheny, Dublin 5",Dublin,267000.0,No,No,Second-Hand Dwelling house /Apartment,267000.0,2010
15888,2010-10-11,"13 Greenhills, Knockcroghery Vilage, Roscommon",Roscommon,145000.0,No,No,Second-Hand Dwelling house /Apartment,145000.0,2010
15889,2010-10-11,"136 Royal Canal Court, Royal Canal Way, Ashtown",Dublin,195000.0,No,Yes,New Dwelling house /Apartment,221325.0,2010
15890,2010-10-11,"14 Bridgetown, Laghey",Donegal,185000.0,No,Yes,New Dwelling house /Apartment,209975.0,2010
15891,2010-10-11,"14 Kilfergus, Glin",Limerick,212500.0,No,No,Second-Hand Dwelling house /Apartment,212500.0,2010
15892,2010-10-11,"15 Clonboy, Bridgetown",Clare,95000.0,No,No,Second-Hand Dwelling house /Apartment,95000.0,2010
15893,2010-10-11,"163 rusheeny grove, clonsilla",Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,210000.0,2010
15894,2010-10-11,"177 Cartúr Mór, Clybaun Road, Galway.",Galway,235000.0,No,No,Second-Hand Dwelling house /Apartment,235000.0,2010
15895,2010-10-11,"19  Lois Cara Crescent, Killeens",Cork,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
15896,2010-10-11,"19 Straffan Gate, Straffan",Kildare,125726.0,No,Yes,New Dwelling house /Apartment,142699.01,2010
15897,2010-10-11,"19 Woodstown Place, Knocklyon, Dubin 16",Dublin,355000.0,No,No,Second-Hand Dwelling house /Apartment,355000.0,2010
15898,2010-10-11,"1a ellensborough court, kiltipper",Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,370000.0,2010
15899,2010-10-11,"2 Millstream Row, Blarney",Cork,87000.0,No,No,Second-Hand Dwelling house /Apartment,87000.0,2010
15900,2010-10-11,"26 Fairlands, Roscommon Road, Athlone",Westmeath,167401.0,No,Yes,New Dwelling house /Apartment,190000.135,2010
15901,2010-10-11,"28 Rathgowan Wood, Mullingar",Westmeath,115000.0,No,No,New Dwelling house /Apartment,115000.0,2010
15902,2010-10-11,"29 BELGARD GROVE, PATRICKSWELL",Limerick,25000.0,No,No,Second-Hand Dwelling house /Apartment,25000.0,2010
15903,2010-10-11,"3 Palmerstown Park, Rathmines",Dublin,1300000.0,No,No,Second-Hand Dwelling house /Apartment,1300000.0,2010
15904,2010-10-11,"30 Castebrook, Dundrum, Dublin 16",Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,375000.0,2010
15905,2010-10-11,"34 Belmayne Park North, Belmayne, Balgriffin",Dublin,246651.98,No,Yes,New Dwelling house /Apartment,279949.9973,2010
15906,2010-10-11,"46 Lavey Manor, Charlestown",Mayo,121585.9,No,Yes,New Dwelling house /Apartment,137999.9965,2010
15907,2010-10-11,"5  Winsley, Glasheen Road",Cork,243000.0,No,No,Second-Hand Dwelling house /Apartment,243000.0,2010
15908,2010-10-11,"58 Dara Court, Celbridge",Kildare,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
15909,2010-10-11,"58b albert road lower, sandycove",Dublin,493000.0,No,No,Second-Hand Dwelling house /Apartment,493000.0,2010
15910,2010-10-11,"6  Griffeen Glen Court, Lucan, Co. Dublin",Dublin,331000.0,No,No,Second-Hand Dwelling house /Apartment,331000.0,2010
15911,2010-10-11,"6 Ard Cluain, Passage West",Cork,465000.0,No,No,Second-Hand Dwelling house /Apartment,465000.0,2010
15912,2010-10-11,"68 Fairways, Tubbercurry",Sligo,77500.0,No,Yes,New Dwelling house /Apartment,87962.5,2010
15913,2010-10-11,"8 Ashfort, Croghan, Boyle",Roscommon,220265.0,No,Yes,New Dwelling house /Apartment,250000.775,2010
15914,2010-10-11,"9  Griffeen Glen Vale, Lucan",Dublin,272000.0,No,No,Second-Hand Dwelling house /Apartment,272000.0,2010
15915,2010-10-11,"9 BRENNANSTOWN COURT, BRENNANSTOWN, CABINTEELY",Dublin,177000.0,No,Yes,New Dwelling house /Apartment,200895.0,2010
15916,2010-10-11,"Allenwood House, Lucan",Dublin,1115000.0,No,No,Second-Hand Dwelling house /Apartment,1115000.0,2010
15917,2010-10-11,"Apartment 2 Old Moores, Kilkee",Clare,75000.0,No,No,Second-Hand Dwelling house /Apartment,75000.0,2010
15918,2010-10-11,"Apartment 21, Castlewood House, Rockwood Parade",Sligo,165000.0,No,Yes,New Dwelling house /Apartment,187275.0,2010
15919,2010-10-11,"Apt  18 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15920,2010-10-11,"Apt  20 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15921,2010-10-11,"Apt 1 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15922,2010-10-11,"Apt 10 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15923,2010-10-11,"Apt 11 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15924,2010-10-11,"Apt 12 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15925,2010-10-11,"Apt 13 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15926,2010-10-11,"Apt 14 The Courtyard, Fortfield Square, Terenue",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15927,2010-10-11,"Apt 15 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15928,2010-10-11,"Apt 16 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15929,2010-10-11,"Apt 17 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15930,2010-10-11,"Apt 19 The Courtyard, Fortfield Square, Terenue",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15931,2010-10-11,"Apt 2 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15932,2010-10-11,"Apt 21 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15933,2010-10-11,"Apt 23 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15934,2010-10-11,"Apt 3  The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15935,2010-10-11,"Apt 3 Rusheen Ard, Caltragh, Sligo",Sligo,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
15936,2010-10-11,"Apt 3A The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15937,2010-10-11,"Apt 4 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15938,2010-10-11,"Apt 5 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15939,2010-10-11,"Apt 6 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15940,2010-10-11,"Apt 7 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15941,2010-10-11,"Apt 8 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15942,2010-10-11,"Apt 9 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15943,2010-10-11,"Apt. 90 Hybreasal, South Circular Rd",Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,155000.0,2010
15944,2010-10-11,"Art 22 The Courtyard, Fortfield Square, Terenure",Dublin,218205.0,No,Yes,New Dwelling house /Apartment,247662.675,2010
15945,2010-10-11,"Ballydonoghue, Glin",Limerick,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
15946,2010-10-11,"Bansha, Tipperary",Tipperary,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
15947,2010-10-11,"Bon Hill, Beach Road, Clifden",Galway,238050.0,No,No,Second-Hand Dwelling house /Apartment,238050.0,2010
15948,2010-10-11,"Cahercullenagh Upper, Ballymacelligott, Tralee",Kerry,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
15949,2010-10-11,"CARNAHONE, Beaufort, KILLARNEY",Kerry,264000.0,No,No,Second-Hand Dwelling house /Apartment,264000.0,2010
15950,2010-10-11,"clifton house, west end, Kilkee",Clare,400000.0,No,No,Second-Hand Dwelling house /Apartment,400000.0,2010
15951,2010-10-11,"Effernagh, Carrick on Shannon",Leitrim,166000.0,No,No,Second-Hand Dwelling house /Apartment,166000.0,2010
15952,2010-10-11,"Farthingstown, Rochfortbridge",Westmeath,100000.0,No,No,Second-Hand Dwelling house /Apartment,100000.0,2010
15953,2010-10-11,"Garretstown, Dunshaughlin",Meath,200000.0,No,No,Second-Hand Dwelling house /Apartment,200000.0,2010
15954,2010-10-11,"Kilkeelan, Athboy",Meath,150000.0,No,No,Second-Hand Dwelling house /Apartment,150000.0,2010
15955,2010-10-11,"Kilqueeny, Avoca",Wicklow,230000.0,No,No,Second-Hand Dwelling house /Apartment,230000.0,2010
15956,2010-10-11,"KNOCKARRON, COOKSTOWN ROAD, ENNISKERRY",Wicklow,1850000.0,No,No,Second-Hand Dwelling house /Apartment,1850000.0,2010
15957,2010-10-11,"North Cross Lane, Youghal",Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
15958,2010-10-11,"No. 3 Old Moore's, West End",Clare,66000.0,No,No,Second-Hand Dwelling house /Apartment,66000.0,2010
15959,2010-10-11,"Ryedale, Ballyclough",Limerick,885000.0,No,No,Second-Hand Dwelling house /Apartment,885000.0,2010
15960,2010-10-11,"SHANNON ROAD, MOUNTRATH",Laois,36000.0,Yes,No,Second-Hand Dwelling house /Apartment,36000.0,2010
15961,2010-10-11,"Skehanagh, Ballinhassig",Cork,188000.0,No,No,Second-Hand Dwelling house /Apartment,188000.0,2010
15962,2010-10-11,"Unit 32C, Fforster Square  Ballydowd Manor",Dublin,151982.37,No,Yes,New Dwelling house /Apartment,172499.98995,2010
15963,2010-10-12,"1 Mount Joseph, Tinkers Hill Westmanstown, Lucan",Dublin,710000.0,No,No,Second-Hand Dwelling house /Apartment,710000.0,2010
15964,2010-10-12,"1 RADHARC NA HEAGLAIS, DERRINTURN",Kildare,80000.0,No,Yes,New Dwelling house /Apartment,90800.0,2010
15965,2010-10-12,"10 Grange Park Rise, Raheny",Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
15966,2010-10-12,"10 Parkhill Road, Kilnamanagh, Tallaght",Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
15967,2010-10-12,"10 Whitehall, Paulstown",Kilkenny,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
15968,2010-10-12,"100 Lindsay Road, Glasnevin",Dublin,521000.0,No,No,Second-Hand Dwelling house /Apartment,521000.0,2010
15969,2010-10-12,"113 Belmayne Park South, Belmayne, Balgriffin",Dublin,171807.0,No,Yes,New Dwelling house /Apartment,195000.945,2010
15970,2010-10-12,"159 Hazelbury Park, Clonee",Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,225000.0,2010
15971,2010-10-12,"16 Diamond Hill, Monkstown, Cork",Cork,460000.0,No,No,Second-Hand Dwelling house /Apartment,460000.0,2010
15972,2010-10-12,"166 Whitefields, Portarlington",Laois,215000.0,No,No,Second-Hand Dwelling house /Apartment,215000.0,2010
15973,2010-10-12,"18 KILLEAGH GARDENS, KILLEAGH",Cork,192743.0,No,Yes,New Dwelling house /Apartment,218763.305,2010
15974,2010-10-12,"189 Wyckham Point, Wyckham Way, Dundrum",Dublin,274008.28,No,Yes,New Dwelling house /Apartment,310999.39780000004,2010
15975,2010-10-12,"19 Skehard Lawn, Skehard Road, Blackrock",Cork,242000.0,No,No,Second-Hand Dwelling house /Apartment,242000.0,2010
15976,2010-10-12,"2 RADHARC NA GHLEANN, LISMONAGHAN, LETTERKENNY",Donegal,255000.0,No,Yes,New Dwelling house /Apartment,289425.0,2010
15977,2010-10-12,"20 Ard Na Greine, Lis Na Dara, Carrick Road",Louth,89461.76,No,Yes,New Dwelling house /Apartment,101539.0976,2010
15978,2010-10-12,"22 All Saints Road, Raheny",Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,280000.0,2010
15979,2010-10-12,"24 Drummartin Terrace, Goatstown, Dublin 14",Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,275000.0,2010
15980,2010-10-12,"25 Stiles Road, Clontarf",Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,670000.0,2010
15981,2010-10-12,"3 Salt House Lane, Enniscorthy",Wexford,70000.0,No,No,Second-Hand Dwelling house /Apartment,70000.0,2010
15982,2010-10-12,"3 whitethorn avenue, athgarvan",Kildare,250000.0,No,Yes,New Dwelling house /Apartment,283750.0,2010
15983,2010-10-12,"30 Churchwell Rise, Belmayne, Balgriffin",Dublin,167401.0,No,Yes,New Dwelling house /Apartment,190000.135,2010
15984,2010-10-12,"30 Priory Way, Manor Grove, Terenure",Dublin,402500.0,No,No,Second-Hand Dwelling house /Apartment,402500.0,2010
15985,2010-10-12,"4 Coolock Mews, Ballycanew, Gorey",Wexford,290000.0,No,Yes,New Dwelling house /Apartment,329150.0,2010
15986,2010-10-12,"42 Inis Orga, Sixmilebridge",Clare,193000.0,No,No,Second-Hand Dwelling house /Apartment,193000.0,2010
15987,2010-10-12,"45 Churchfields, Clonlara, Co Clare",Clare,230000.0,No,Yes,New Dwelling house /Apartment,261050.0,2010
15988,2010-10-12,"5 Foxfield Grove, Raheny",Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,350000.0,2010
15989,2010-10-12,"6  Seamount Crescent, Laytown, Co. Meath",Meath,208000.0,No,No,Second-Hand Dwelling house /Apartment,208000.0,2010
15990,2010-10-12,"6 ashford place, dblin",Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
15991,2010-10-12,"6 ashford place, dublin 7",Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
15992,2010-10-12,"62 Newpark, Kilkenny",Kilkenny,122500.0,No,No,Second-Hand Dwelling house /Apartment,122500.0,2010
15993,2010-10-12,"64 Clonroosk Abbey, Portlaoise",Laois,118941.0,No,Yes,New Dwelling house /Apartment,134998.035,2010
15994,2010-10-12,"65 Ryan Park, Duleek",Meath,110000.0,No,No,Second-Hand Dwelling house /Apartment,110000.0,2010
15995,2010-10-12,"69  Abhainn Glas, Edgeworthstown",Longford,74889.86,No,Yes,New Dwelling house /Apartment,84999.9911,2010
15996,2010-10-12,"69 Elm Mount Avenue, Beaumont, Dublin 9",Dublin,267000.0,No,No,Second-Hand Dwelling house /Apartment,267000.0,2010
15997,2010-10-12,"76 COPPER CALLEY VUE, BALLINGLANNA, GLANMIRE",Cork,247500.0,No,No,Second-Hand Dwelling house /Apartment,247500.0,2010
15998,2010-10-12,"8 Ferns Crescent, Ferns Bridge, Monasterevin",Kildare,150000.0,No,Yes,New Dwelling house /Apartment,170250.0,2010
15999,2010-10-12,"8 Horsehead, Passage west, Cork",Cork,775330.38,No,Yes,New Dwelling house /Apartment,879999.9813,2010
16000,2010-10-12,"83 Carrig Glen, Blessington",Wicklow,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
16001,2010-10-12,"9 HAZEL PARK, LOWER KIMMAGE ROAD, .",Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
16002,2010-10-12,"97 Liosmore, Cappagh Road, Galway",Galway,213000.0,No,No,Second-Hand Dwelling house /Apartment,213000.0,2010
16003,2010-10-12,"Aisling, Kilteragh Drive, Foxrock",Dublin,1175000.0,No,No,Second-Hand Dwelling house /Apartment,1175000.0,2010
16004,2010-10-12,"Apartmemt 58 Belarmine Plaza, Belarmine, Stepaside",Dublin,196000.0,No,No,Second-Hand Dwelling house /Apartment,196000.0,2010
16005,2010-10-12,"Ballycally, Ballyglass, Claremorris",Mayo,120000.0,Yes,No,New Dwelling house /Apartment,120000.0,2010
16006,2010-10-12,"Barrack Road, Mitchelstown",Cork,73142.0,Yes,No,Second-Hand Dwelling house /Apartment,73142.0,2010
16007,2010-10-12,"Circular Road, Ballaghaderreen",Roscommon,160352.0,Yes,Yes,New Dwelling house /Apartment,181999.52,2010
16008,2010-10-12,"Greaghadoo, Killinkere, Virginia",Cavan,180617.0,No,Yes,New Dwelling house /Apartment,205000.295,2010
16009,2010-10-12,"Gurteen, Rathcabbin, Roscrea",Tipperary,30000.0,No,No,Second-Hand Dwelling house /Apartment,30000.0,2010
16010,2010-10-12,"Killahangil, Skibbereen",Cork,150000.0,No,No,Second-Hand Dwelling house /Apartment,150000.0,2010
16011,2010-10-12,"Main Street, Dinlge",Kerry,8500.0,No,No,Second-Hand Dwelling house /Apartment,8500.0,2010
16012,2010-10-12,"Maryville, Fort Mary Park, North Circular Road",Limerick,322500.0,No,No,Second-Hand Dwelling house /Apartment,322500.0,2010
16013,2010-10-12,"No 24 Pairc Ardsheelane, Sneem",Kerry,180176.21,No,Yes,New Dwelling house /Apartment,204499.99834999998,2010
16014,2010-10-12,"No 9 Pairc Ardsheelane, Sneem",Kerry,140969.16,No,Yes,New Dwelling house /Apartment,159999.9966,2010
16015,2010-10-12,"No. 2 Corn na Cille, Church Street, Banagher",Offaly,123348.02,No,Yes,New Dwelling house /Apartment,140000.0027,2010
16016,2010-10-12,"Tismane, Carraroe",Galway,70000.0,No,No,Second-Hand Dwelling house /Apartment,70000.0,2010
16017,2010-10-12,"Toberkeen, Dungloe",Donegal,95000.0,No,No,Second-Hand Dwelling house /Apartment,95000.0,2010
16018,2010-10-13,"'Aynsley', Green Road, Dromiskin  Dundalk",Louth,236000.0,No,No,Second-Hand Dwelling house /Apartment,236000.0,2010
16019,2010-10-13,"10 The Close, Temple Manor, Celbridge",Kildare,480000.0,No,No,Second-Hand Dwelling house /Apartment,480000.0,2010
16020,2010-10-13,"11 Ceann Mara Court, Pairc na Gloine, Kenmare",Kerry,124229.08,No,Yes,New Dwelling house /Apartment,141000.0058,2010
16021,2010-10-13,"12 Habour Court, Courtown",Wexford,144000.0,No,No,Second-Hand Dwelling house /Apartment,144000.0,2010
16022,2010-10-13,"12 The Link, Bundoran, Donegal",Donegal,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,50000.0,2010
16023,2010-10-13,"132 Glenmore Wood, Mullingar",Westmeath,174950.0,No,Yes,New Dwelling house /Apartment,198568.25,2010
16024,2010-10-13,"14 Churchwell Square, Belmayne, Balgriffin",Dublin,279295.0,No,Yes,New Dwelling house /Apartment,316999.825,2010
16025,2010-10-13,"14 Mullach Glas Crescent, Monaghan",Monaghan,102610.0,No,Yes,New Dwelling house /Apartment,116462.35,2010
